company,code,subcode,amount,description,price
DIJET,NMEXSKS-0100,"EXSKS-4050R-22     (D50,d22,F55,Z4*wn09)",2,"כרס' high feed milling,לוח' 6 פינות עבודה",595
DIJET,NMEXSKS-0150,"EXSKS-4052R-22     (D52,d22,F50,Z4*wn09)",2,"כרס' high feed milling,לוח' 6 פינות עבודה",588
DIJET,NDMRB06-0180,HRM-060-R10   (H.F.C)             JC8015,2,"להב מתק""ש שטוח לקידמה מהירה",73.75
DIJET,NDMRB08-0116,HRM-080-R05-F  (H.F.C)            JC6102,2,"להב מתק""ש שטוח לקידמה מהירה",71.6
DIJET,NMMBN12-0010,"MBN-120-M6-H     (L=20,IMTERNAL COOLENT)",2,"ראש כרסום כדורי מתברג DIJET,",275.69
DIJET,NMMCM25-0300,"MCM-2535-M12             (D25-35,L35,Z2)",2,"ראש כרסום 45 מע', מתברג, לוח'SP0903",495.1
DIJET,NMMEC10-0020,"MEC-2021-M10  (D21,Z1+1,ZD/ZC10,L30,M10)",2,"ראש כר',מתברג,לוחית ZD/ZC 1003",527.11
DIJET,NMMIC13-0040,"MIC-3032-M16     (D32,Z3,ZP1604,L43,M16)",2,"ראש כר',מתברג,לוחית ZPMT1604",599.93
DIJET,NMMPM10-0010,"MPM-2010-M6              (D10,Z2,L18,M6)",2,"ראש כר',מתברג,לוחית EO/ZO0602",261.18
DIJET,NMMRN12-0010,"MRN-120-M6-H     (L=20,IMTERNAL COOLENT)",2,"ראש כרסום כדורי מתברג DIJET,",238.31
DIJET,NMDDMSH-0100,"MSH-2016-M8             (D16,Z2*WO04,M8)",2,"ראש כר',HFM,מתברג,לוח'WOMD04",406.03
DIJET,NMDDMSH-0260,"MSH-3025-M12           (D25,Z3*WD05,M12)",2,"ראש כר',HFM,מתברג,לוח'WD0503",482.13
DIJET,NMCS100-0010,MSN-M6-12-S10C                    (L=60),2,"קנה מתק""ש DIJET, קצה מתברג",305.27
DIJET,NMCS120-0030,MSN-M6-50-S12C                   (L=100),2,"קנה מתק""ש DIJET, קצה מתברג",526.71
DIJET,NMCS160-0010,MSN-M8-20-S16C                    (L=75),2,"קנה מתק""ש DIJET, קצה מתברג",538.84
DIJET,NDMRB06-0070,RNM-060-R03                       JC8015,2,"להב מתק""ש שטוח MIROR.RAD",77.03
DIJET,NDMRB06-0120,RNM-060-R05                       JC8015,2,"להב מתק""ש שטוח MIROR.RAD",77.03
DIJET,NDMRB12-0070,RNM-120-R03                       JC8015,2,"להב מתק""ש שטוח MIROR.RAD",89.45
DIJET,NDMRS16-0020,"RNMM-160090S-S16      (D16,d16,l90,L160)",2,"קנה פלדה ,בנוני,ל-MIRROR RADIUS",378.44
DIJET,NMDDSDH-0300,"SDH-4320-R10-M16     (D32,Z4*RD1004,M16)",2,"ראש כר',מתברג,לוח'RD1004",410.32
DIJET,NMDSM25-0140,"SECL 2527S25    (D25,d25,L0=27,L220,l75)",2,"כרסום אצבע/שיקוע, ארוך, רב-תכליתי",0
DIJET,NMDSM25-0070,"SECM 2627S25    (D26,d25,L0=27,L140,l40)",2,"כרסום אצבע/שיקוע, קצר, רב-תכליתי",569.49
DIJET,NMDSM32-0070,"SECM 3334S32    (D33,d32,L0=34,L150,l50)",2,"כרסום אצבע/שיקוע, קצר, רב-תכליתי",607.33
DIJET,,BNM-080                                  DH103,2,,
DIJET,,BNM-120                                 DH103,2,,
DIJET,,BNM-120-S                             FZ05,2,,
DIJET,,BNM-250-SS                             DH108,2,,
DIJET,,BNMM-08035S-S08C,2,,
DIJET,,FRM-120-R10                         JC8015,2,,
DIJET,,FRM-120-R20                         JC8015,2,,
DIJET,,GRM-160-R50                         JC8015,2,,
DIJET,,GRM-200-R60                         JC8015,2,,
DIJET,,MBX-200-M10,2,,
DIJET,,MRX-100-M6,2,,
DIJET,,MSN-M6-120S-S11.8C        ,2,,
DIJET,,MSN-M6-35T-S12C        ,2,,
DIJET,,PME3013S12-LS  (32143-Z7204),2,,
DIJET,,SECM 2121S20,2,,
DIJET,,SICM 2513S25-3N,2,,
DIJET,,SKS-3040-50-S32  (32121-Z1890),2,,
DIJET,,TEZ 1430  JC8050,2,,
DIJET,,TEZ 1450  JC8050,2,,
DIJET,,TEZ 1630  JC8050,2,,
DIJET,,BNM-080       JC8003,2,,
DIJET,NMDFM50-0010,"ALX-4050R-22            (D50,d22,Z4,l50)",1,ראש כרסום מהיר DIJET לטיטניום/אלומיניום,0.05
DIJET,NDMBB08-0010,BNM-080                           JC5003,1,"להב מתק""ש כדורי MIROR.BALL",67.14
DIJET,NDMBB08-0030,BNM-080                           JC5015,1,"להב מתק""ש כדורי MIROR.BALL",67.14
DIJET,NDMBS06-0016,"BNMS-060017S-S06C(D06,d6.0,l17,L60)",1,"קנה מתק""ש ,קצר,ל-MIRROR BALL",569.04
DIJET,NDMBS06-0010,"BNMS-060030T-S10 (D06,d10,l0=15,l30,L80)",1,"קנה פלדה ,קצר,ל-MIRROR BALL",586.52
DIJET,NDMBS06-0015,"BNMS-060030T-S10C(D06,d10,l0=30,l30,L80)",1,"קנה מתק""ש ,קצר,ל-MIRROR BALL",644.84
DIJET,NMTEMRD-0400,"DDM-2160-40-W16     (D09,A16,d16,L88,Z2)",1,"כר'אצ',לוחית עגולה,לוח'RD0702",261.34
DIJET,DOCSAR160030,DV-OCSAR4160-30(D16l32L110d16R30)JC8000H,1,כרסום אצבע DIJET SUPER ALLOYS,0.04
DIJET,DSEH6100-010,"DV-SEHH6100-R02 (D10,l25,L80,Z6) JC8000H",1,"כרסום אצבע מתק""ש לפלדות קשות",188.48
DIJET,DSEH6120-010,"DV-SEHH6120-R02 (D12,l30,L100,Z6)JC8000H",1,"כרסום אצבע מתק""ש לפלדות קשות",474.1
DIJET,NMEXSKS-0350,"EXSKS-5063R-27     (D63,d27,F50,Z5*wn09)",1,"כרס' high feed milling,לוח' 6 פינות עבודה",778.35
DIJET,,EXTDM-5052R-12-22,1,"כרס' high feed milling,לוח' 6 פינות עבודה",
DIJET,NMEXSKS-0500,"EXSKS-6080R-27     (D80,d27,F??,Z6*wn09)",1,"כרס' high feed milling,לוח' 6 פינות עבודה",1010.27
DIJET,NMTFHEP-0005,"HEP-3050R-08-22         (D50,d22,F65,Z3)",1,"כרס'שטח,לוחית משובעת XDMW0806",584.02
DIJET,NMTFHEP-0020,"HEP-4063R-08-27         (D63,d27,F50,Z4)",1,"כרס'שטח,לוחית משובעת XDMW0806",652.72
DIJET,NDMRB20-0300,HRM-200-R30   (H.F.C)             JC8015,1,XDHW 0206-10,118.02
DIJET,NMMBN10-0010,"MBN-100-M6-H     (L=18,IMTERNAL COOLENT)",1,"ראש כרסום כדורי מתברג DIJET,",268.19
DIJET,NMMCM25-0400,"MCM-3343-M16             (D33-43,L43,Z3)",1,"ראש כרסום 45 מע', מתברג, לוח'SP0903",514.65
DIJET,NMMEC13-0010,"MEC-2025-M12  (D25,Z1+1,ZP/ZD13,L35,M12)",1,"ראש כר',מתברג,לוחית ZP/ZD 13T3",628.17
DIJET,NMMEC13-0020,"MEC-2026-M12  (D26,Z1+1,ZP/ZD13,L35,M12)",1,"ראש כר',מתברג,לוחית ZP/ZD 13T3",541.72
DIJET,NMMIC13-0020,"MIC-3025-M12     (D25,Z3,ZP13T3,L35,M12)",1,"ראש כר',מתברג,לוחית ZPMT13T3",489.11
DIJET,NMMQX32-0020,"MQX-6032-M16            (D32,Z6,L43,M16)",1,"ראש כר',מתברג,לוחית EP10",516.94
DIJET,NMMRN20-0010,"MRN-200-M10-H    (L=30,IMTERNAL COOLENT)",1,"ראש כרסום כדורי מתברג DIJET,",347.03
DIJET,NMDDMSH-0300,"MSH-3033-M16           (D33,Z3*WD06,M16)",1,"ראש כר',HFM,מתברג,לוח'WD06T3",536.15
DIJET,NMDDMSH-0400,"MSH-4032-M16           (D32,Z4*WD05,M16)",1,"ראש כר',HFM,מתברג,לוח'WD0503",812.29
DIJET,NMCS200-0010,MSN-M10-20-S20C                   (L=80),1,"קנה מתק""ש DIJET, קצה מתברג",587
DIJET,NMCS200-0040,MSN-M10-40-S20C                   (L=80),1,"קנה מתק""ש DIJET, קצה מתברג",638.9
DIJET,NMCS120-0050,"MSN-M6-90S-S12C            (D12,M6,L=90)",1,"קנה מתק""ש DIJET, קצה מתברג",739.28
DIJET,NMCS160-0050,"MSN-M8-107S-S16C          (D16,M8,L=107)",1,"קנה מתק""ש DIJET, קצה מתברג",580.04
DIJET,NMMSW20-0010,"MSW-2018-M10      (D20,l18.5,L30,M10,Z2)",1,ראש כרסום DIJET כדורי עם לוחיות,728.78
DIJET,NMFXD35-0065,"MXD-3035-M16  (95)      (D35,L43,M16,Z3)",1,"ראש כרס'מתב',95 מע',לוח'XD02",339.69
DIJET,NDMRB10-0210,RNM-100-R15                       JC5015,1,"להב מתק""ש שטוח MIROR.RAD",84.67
DIJET,NDMRS08-0050,"RNML-080075S-S08C(D08,d12,l0=18,l75,L140",1,"קנה פלדה ,ארוך,ל-MIRROR RADIUS",0
DIJET,NDMRS08-0020,"RNMM-080053T-S12(D08,d12,l0=18,l53,L110)",1,"קנה פלדה ,בנוני,ל-MIRROR RADIUS",253.62
DIJET,NDMRS08-0040,"RNMS-080020U-S08C(D08,d8.0,l20,L70",1,"קנה מתק""ש ,קצר,ל-MIRROR RADIUS",661.94
DIJET,NMDDSDH-0220,"SDH-3220-R07-M10     (D22,Z3*RD07T2,M10)",1,"ראש כר',מתברג,לוח'RD07T2",341.99
DIJET,NMDDSDH-0420,"SDH-4400-R12-M16     (D40,Z4*RD1204,M16)",1,"ראש כר',מתברג,לוח'RD1204",507.34
DIJET,NMDSM25-0050,"SECM 2527S25    (D25,d25,L0=27,L140,l60)",1,"כרסום אצבע/שיקוע, קצר, רב-תכליתי",569.49
DIJET,DZSEM4040010,"SEM 4040            (D4.0,d6,l12,L50,Z4)",1,"כרסום אצבע מתק""ש לשימוש כללי",65.68
DIJET,DZSEM4100010,"SEM 4100          (D10.0,d10,l22,L70,Z4)",1,"כרסום אצבע מתק""ש לשימוש כללי",165.21
DIJET,NMTESKS-0160,"SKS-2016-50-S16   (D16,d16,H50,Z2*wo04)",1,"כרס'אצ',לוחית WO04 ל-H.F.MILL",348.23
DIJET,NMTSD12-0040,"SSD90-5063R-22   (D63,d27,H??,Z5,G-BODY)",1,"כר'מצ' (90),לוח' מרובעת,SD1205",536.4
DIJET,NMTSE13-0040,"SSE45-4050R-22   (D400,d22,H??,Z4,G-BODY)",1,"כר'מצ' (45),לוח' מרובעת,SE13T3",571.25
DIJET,NMTSE13-0050,"SSE45-5050R-22   (D50,d22,H??,Z5,G-BODY)",1,"כר'מצ' (45),לוח' מרובעת,SE13T3",699.78
DIJET,NMEMB16-0010,"SWB-16050S-S16     (D16,d16,L???,l50,Z2)",1,כרסום אצבע כדורי ארוך SWING-BALL,451.33
DIJET,NMTFMRP-0110,"TDM-5052-12R-22     (D52,A50,F40,d22,Z5)",1,"כרס'שטח,לוחית עגולה,RP1204",0.04
DIJET,,BNMS 080025S-S08C,1,,
DIJET,,EXSKS-4052R-22,1,,
DIJET,,MBX-250-M12,1,,
DIJET,,MPM-5020-M10,1,,
DIJET,,MQX2016-M8    (32140-6914),1,MODULAR HEAD SYSTEM,
DIJET,,MQX-4020-M10  (32140-Z6590),1,MODULAR HEAD SYSTEM,
DIJET,,MSG-5035-09-M16  (32150-Z3999),1,MODULAR HEAD SYSTEM,
DIJET,,MSG-3025-09-M12,1,MODULAR HEAD SYSTEM,
DIJET,,SEHH 6080-R10 DH102,1,,
DIJET,,TDM-5050R-12-22,1,,
DIJET,,TEZ 2000  JC8050,1,,
DIJET,,TEZD 1400S16-ML,1,,
DIJET,,TEZD 1400S16-MS,1,,
DIJET,,TEZD 1600S20-ML,1,,
DIJET,,TEZD 2000S25-MS,1,,
DIJET,,TEZD 2000S25-ML,1,,
DIJET,,TLZD2000S25-SS,1,מקדח,
DIJET,,TLZD2000-M10,1,,
DIJET,,TLZ2000 JC7550,1,,
